Starting network capture...
<< 200 https://cookies.nextmillmedia.com/sync?redirect=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D218872%26dsp%3D830598%26t%3Diframe%26uid%3D%5BNMUID%5D
>> GET https://sync.adkernel.com/user-sync?zone=218872&dsp=830598&t=iframe&uid=15657e60-483c-493f-bc70-b77c24ab7fcc
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=17888&endpoint=us-east
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=26296&endpoint=us-east
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=10968&endpoint=us-east
>> GET https://ib.adnxs.com/getuid?https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dappnexus%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://image8.pubmatic.com/AdServer/ImgSync?p=157577&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fimage4.pubmatic.com%2FAdServer%2FSPug%3Fp%3D157577%26pmc%3DPM_PMC%26pr%3Dhttps%253A%252F%252Fcookies.nextmillmedia.com%252Fsetuid%253Fbidder%253Dpubmatic%2526nmuid%253D%2526gdpr%253D%2526gdpr_consent%253D%2526us_privacy%253D%2526uid%253D%2523PMUID
>> GET https://rtb.openx.net/sync/prebid?gdpr=&gdpr_consent=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dopenx%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BUID%7D
>> GET https://sync.1rx.io/usersync2/rmphb?gdpr=&gdpr_consent=&us_privacy=&redir=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dunruly%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%5BRX_UUID%5D
>> GET https://pbs-cs.minutemedia-prebid.com/pbs-iframe?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dminutemedia%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%5BPBS_UID%5D
>> GET https://ads.yieldmo.com/pbsync?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirectUri=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dyieldmo%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://sync.cootlogix.com/api/user/html/pbs_sync?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dvidazoo%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BuserId%7D
>> GET https://pbs-cs.yellowblue.io/pbs-iframe?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Drise%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%5BPBS_UID%5D
>> GET https://ssc-cms.33across.com/ps/?m=xch&rt=html&gdpr=&gdpr_consent=&us_privacy=&ru=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3D33across%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D33XUSERID33X&id=zzz000000000002zzz
>> GET https://ap.lijit.com/pixel?redir=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dsovrn%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://sync.adkernel.com/user-sync?t=image&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dadkernel%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%7BUID%7D
>> GET https://usync.ingage.tech/?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://ssp.disqus.com/redirectuser?sid=GET_SID_FROM_ZETA&gdpr=&gdpr_consent=&us_privacy=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dzeta_global_ssp%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3DBUYERUID
>> GET https://s.seedtag.com/cs/cookiesync/prebid?gdpr=&gdpr_consent=&usp_consent=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dseedtag%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://image8.pubmatic.com/AdServer/ImgSync?p=166464&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Deyeconicspot%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%23PMUID
>> GET https://ads.stickyadstv.com/pbs-user-sync?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dfreewheel-ssp%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%7Bviewerid%7D
>> GET https://sync.adkernel.com/user-sync?zone=263117&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dmadopi%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%7BUID%7D
>> GET https://hbx.media.net/cksync.php?cs=1&type=pbs&ovsid=setstatuscode&bidder=medianet&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dmedianet%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%3Cvsid%3E&gpp=&gpp_sid=
>> GET https://trc.taboola.com/sg/ps/1/cm?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dtaboola%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%3CTUID%3E
>> GET https://s.ad.smaato.net/c/?adExInit=millennium&gdpr=&gdpr_consent=&redir=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dverve1%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://sync.rbstsystems.live/psync?t=s&e=238&cb=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Drobustapps%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%25USER_ID%25
<< 302 https://sync.1rx.io/usersync2/rmphb?gdpr=&gdpr_consent=&us_privacy=&redir=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dunruly%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%5BRX_UUID%5D
>> GET https://cookies.nextmillmedia.com/setuid?bidder=unruly&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=OPTOUT
<< 200 https://ib.adnxs.com/getuid?https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dappnexus%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
<< 204 https://visitor-waardexvideos.omnitagjs.com/visitor/bsync?uid=79ec89568f36b04c5496355e23713ca1&name=WAARDEX_SSP&url=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D218872%26dsp%3D976761%26t%3Dimage%26uid%3DPARTNER_USER_ID
<< 302 https://cookies.nextmillmedia.com/setuid?bidder=unruly&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=OPTOUT
>> GET https://pbs.nextmillmedia.com/setuid?bidder=unruly&uid=OPTOUT
<< 302 https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40025%26id%3D&gdpr=0&gdpr_consent=&s=190532
>> GET https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40025%26id%3D&gdpr=0&gdpr_consent=&s=190532&C=1
<< 302 https://eb2.3lift.com/getuid?gdpr=0&gdpr_consent=&redir=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40028%26id%3D%24UID
>> GET https://eb2.3lift.com/getuid?ld=1&gdpr=0&cmp_cs=&us_privacy=&redir=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40028%26id%3D%24UID
<< 204 https://sync.adkernel.com/user-sync?zone=218872&dsp=830598&t=iframe&uid=15657e60-483c-493f-bc70-b77c24ab7fcc
<< 302 https://rtb.openx.net/sync/prebid?gdpr=&gdpr_consent=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dopenx%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BUID%7D
>> GET https://rtb.openx.net/sync/prebid?gdpr=&gdpr_consent=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dopenx%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BUID%7D&ox_sc=1
<< 302 https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40025%26id%3D&gdpr=0&gdpr_consent=&s=190532&C=1
>> GET https://cs.openwebmp.com/cs?fwrd=1&aid=40025&id=aSGKKRdaRI8AEE3yAlKoXwAA%265452
<< 302 https://eb2.3lift.com/getuid?ld=1&gdpr=0&cmp_cs=&us_privacy=&redir=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40028%26id%3D%24UID
>> GET https://cs.openwebmp.com/cs?fwrd=1&aid=40028&id=2348672133198048944964
<< 302 https://sync.adkernel.com/user-sync?t=image&gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dadkernel%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%7BUID%7D
>> GET https://visitor-waardexvideos.omnitagjs.com/visitor/bsync?uid=79ec89568f36b04c5496355e23713ca1&name=WAARDEX_SSP&url=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D218872%26dsp%3D976761%26t%3Dimage%26uid%3DPARTNER_USER_ID
<< 302 https://ads.yieldmo.com/pbsync?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirectUri=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dyieldmo%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://cookies.nextmillmedia.com/setuid?bidder=yieldmo&nmuid=&uid=xFSZqxxxfNxxla26fIBv&gdpr=&gdpr_consent=&gpp=&gpp_sid=&us_privacy=
<< 200 https://s.seedtag.com/cs/cookiesync/prebid?gdpr=&gdpr_consent=&usp_consent=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dseedtag%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
<< 200 https://sync.adkernel.com/user-sync?zone=263117&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dmadopi%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%7BUID%7D
>> GET https://cookies.nextmillmedia.com/setuid?bidder=seedtag&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=019aab03-b4eb-702e-a5ad-26c46762afbe
>> GET https://visitor-waardexvideos.omnitagjs.com/visitor/bsync?uid=79ec89568f36b04c5496355e23713ca1&name=WAARDEX_SSP&url=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D263117%26dsp%3D976761%26t%3Dimage%26uid%3DPARTNER_USER_ID
>> GET https://cs.seedtag.com/cs.html?ga=false&cd=&us=&uid=019aab03-b4eb-702e-a5ad-26c46762afbe&gpp=&gpp_sid=&usi=1&sct=PrebidServer
>> GET https://dsp-service.admatic.de/cookie_sync?r=%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D263117%26dsp%3D766575%26t%3Diframe%26uid%3D%24%7BUSER_ID%7D
>> GET https://us-east-1-cs-rtb.openwebmp.com/sync-iframe?gdpr=&gdpr_consent=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D263117%26dsp%3D980417%26t%3Diframe%26uid%3D%7BpartnerId%7D
<< 302 https://image8.pubmatic.com/AdServer/ImgSync?p=157577&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fimage4.pubmatic.com%2FAdServer%2FSPug%3Fp%3D157577%26pmc%3DPM_PMC%26pr%3Dhttps%253A%252F%252Fcookies.nextmillmedia.com%252Fsetuid%253Fbidder%253Dpubmatic%2526nmuid%253D%2526gdpr%253D%2526gdpr_consent%253D%2526us_privacy%253D%2526uid%253D%2523PMUID
>> GET https://image4.pubmatic.com/AdServer/SPug?p=157577&pmc=1&pr=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dpubmatic%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D34D89FDB-01A7-446B-96EC-32785B04D3AB
<< 302 https://image8.pubmatic.com/AdServer/ImgSync?p=166464&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Deyeconicspot%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%23PMUID
>> GET https://cookies.nextmillmedia.com/setuid?bidder=eyeconicspot&gdpr=&gdpr_consent=&nmuid=&uid=&us_privacy=34D89FDB-01A7-446B-96EC-32785B04D3AB
<< 301 https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=10968&endpoint=us-east
>> GET https://eus.rubiconproject.com/usync.html?p=10968&endpoint=us-east
<< 301 https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=26296&endpoint=us-east
>> GET https://eus.rubiconproject.com/usync.html?p=26296&endpoint=us-east
<< 301 https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=17888&endpoint=us-east
>> GET https://eus.rubiconproject.com/usync.html?p=17888&endpoint=us-east
<< 200 https://usync.ingage.tech/?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
<< 302 https://rtb.openx.net/sync/prebid?gdpr=&gdpr_consent=&r=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dopenx%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BUID%7D&ox_sc=1
>> GET https://cookies.nextmillmedia.com/setuid?bidder=openx&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=dd61a045-70ca-45c3-95a9-61da38feaa26
<< 302 https://s.ad.smaato.net/c/?adExInit=millennium&gdpr=&gdpr_consent=&redir=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dverve1%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://cookies.nextmillmedia.com/setuid?bidder=verve1&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=19d49e7a53
<< 302 https://hbx.media.net/cksync.php?cs=1&type=pbs&ovsid=setstatuscode&bidder=medianet&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dmedianet%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%3Cvsid%3E&gpp=&gpp_sid=
>> GET https://cookies.nextmillmedia.com/setuid?bidder=medianet&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=4068073384753804000V10
<< 200 https://trc.taboola.com/sg/ps/1/cm?gdpr=&gdpr_consent=&us_privacy=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dtaboola%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%3CTUID%3E
>> GET https://cookies.nextmillmedia.com/setuid?bidder=insticator&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=c2ba3623-d9e4-47ea-943b-bf661b862e97
<< 204 https://sync.adkernel.com/user-sync?zone=218872&dsp=980417&t=iframe&uid=fCuOrIHcCp_ow
>> GET https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015
<< 200 https://static.cloudflareinsights.com/beacon.min.js/vcd15cbe7772f49c399c6a5babf22c1241717689176015
>> GET https://usync.ingage.tech/cdn-cgi/challenge-platform/scripts/jsd/main.js
>> GET https://usync.ingage.tech/cdn-cgi/challenge-platform/scripts/jsd/main.js
<< 200 https://sync.cootlogix.com/api/user/html/pbs_sync?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dvidazoo%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24%7BuserId%7D
<< 302 https://sync.rbstsystems.live/psync?t=s&e=238&cb=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Drobustapps%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%25USER_ID%25
>> GET https://vop.sundaysky.com/sync/dmp?redirect=https%3A%2F%2Fsync.rbstsystems.live%2Fpsync%3Ft%3Dd%26e%3D238214%26u%3D%24%7Bssky_uuid%7D
>> GET https://cookies.nextmillmedia.com/setuid?bidder=vidazoo&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=ff2ffefa-052e-475d-29ec-28d68ae152e8
>> GET https://secure.adnxs.com/getuid?https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dappnexus%26userId%3D%24UID%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D&gdpr=&gdpr_consent=
>> GET https://image8.pubmatic.com/AdServer/ImgSync?p=159988&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dpubmatics2s%26userId%3D%23PMUID%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://sync.1rx.io/usersync2/rmpssp?sub=vidazoo&us_privacy=&gdpr=&gdpr_consent=
>> GET https://ap.lijit.com/pixel?gdpr=&gdpr_consent=&redir=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dsovrn%26userId%3D%24UID%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://x.bidswitch.net/check_uuid/https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dgrid%26userId%3D%24%7BBSW_UUID%7D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D?gdpr=&gdpr_consent=&us_privacy=&uid=${BSW_UUID}&cookie_age=${COOKIE_AGE}
>> GET https://eb2.3lift.com/getuid?gdpr=&gdpr_consent=&redir=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dtriplelift%26userId%3D$UID%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://image8.pubmatic.com/AdServer/ImgSync?p=160318&gdpr=&gdpr_consent=&us_privacy=&pu=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dpubmaticut%26userId%3D%23PMUID%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://ssp-sync.criteo.com/user-sync/redirect?profile=342&gdpr_consent=&gdpr=&gpp=&gpp_sid=&us_privacy=&redir=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dcriteo%26userId%3D%24%7BCRITEO_USER_ID%7D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26gpp%3D%26gpp_sid%3Dc
>> GET https://match.sharethrough.com/universal/v1?supply_id=TAEWcTBw&gdpr=&gdpr_consent=
>> GET https://sync.ottadvisors.com/6f0476ca45e1d6b67e3ee8d57532a022.gif?&us_privacy=&gdpr=&gdpr_consent=&gpp=&gpp_sid=&puid=ff2ffefa-052e-475d-29ec-28d68ae152e8&redir=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dott%26userId%3D%5BUID%5D%26gdpr%3D%5BGDPR%5D%26gdpr_consent%3D%5BGDPR_CONSENT%5D%26us_privacy%3D%5BCCPA%5D%26coppa%3D%5BCOPPA%5D%26gpp%3D%5BGPP%5D%26gpp_sid%3D%5BGPP_SID%5D
>> GET https://ads.stickyadstv.com/user-matching?id=3442&_fw_gdpr=&_fw_gdpr_consent=
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=vidazoo&endpoint=us-east
>> GET https://u.openx.net/w/1.0/cm?cc=1&id=4241c706-9fd2-4ae4-b2d7-c9f8d34e773c&ph=f4cc9fb1-057b-4e7a-b393-325ee9109574&gdpr=&gdpr_consent=&us_privacy=&r=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dopenx%26userId%3D%7BOPENX_ID%7D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://us-u.openx.net/w/1.0/cm?id=fba3d144-1026-4d31-a758-943b9545e305&gdpr=&gdpr_consent=&us_privacy=&r=https%3A%2F%2Fsync.cootlogix.com%2Fapi%2Fcookie%3FpartnerId%3Dopenxut%26userId%3D%7BOPENX_ID%7D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?p=12776
<< 200 https://us-east-1-cs-rtb.openwebmp.com/sync-iframe?gdpr=&gdpr_consent=&gpp=&gpp_sid=&redirect=https%3A%2F%2Fsync.adkernel.com%2Fuser-sync%3Fzone%3D263117%26dsp%3D980417%26t%3Diframe%26uid%3D%7BpartnerId%7D
>> GET https://ssum-sec.casalemedia.com/usermatchredir?cb=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40025%26id%3D&gdpr=0&gdpr_consent=&s=190532
>> GET https://ib.adnxs.com/getuid?https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40026%26id%3D%24UID&gdpr=0&gdpr_consent=
>> GET https://eb2.3lift.com/getuid?gdpr=0&gdpr_consent=&redir=https%3A%2F%2Fcs.openwebmp.com%2Fcs%3Ffwrd%3D1%26aid%3D40028%26id%3D%24UID
>> GET https://sync.adkernel.com/user-sync?zone=263117&dsp=980417&t=iframe&uid=fCuOrIHcCp_ow
<< 302 https://cookies.nextmillmedia.com/setuid?bidder=yieldmo&nmuid=&uid=xFSZqxxxfNxxla26fIBv&gdpr=&gdpr_consent=&gpp=&gpp_sid=&us_privacy=
>> GET https://pbs.nextmillmedia.com/setuid?bidder=yieldmo&uid=xFSZqxxxfNxxla26fIBv
<< 302 https://cookies.nextmillmedia.com/setuid?bidder=seedtag&nmuid=&gdpr=&gdpr_consent=&us_privacy=&uid=019aab03-b4eb-702e-a5ad-26c46762afbe
>> GET https://pbs.nextmillmedia.com/setuid?bidder=seedtag&uid=019aab03-b4eb-702e-a5ad-26c46762afbe
>> GET https://ap.lijit.com/pixel?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID&redir=https://cs.ingage.tech/v1/sync/sovrn/c2ba3623-d9e4-47ea-943b-bf661b862e97?uid=$UID
>> GET https://secure-assets.rubiconproject.com/utils/xapi/multi-sync.html?endpoint=us-east&p=insticator&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://ads.pubmatic.com/AdServer/js/user_sync.html?p=95054&userIdMacro=PM_UID&gdpr=&gdpr_consent=&predirect=https%3A%2F%2Fcs.ingage.tech%2Fv1%2Fsync%2Fpubmatic%2Fc2ba3623-d9e4-47ea-943b-bf661b862e97%3Fuid%3DPM_UID
>> GET https://sync.1rx.io/usersync2/rmpssp?sub=insticator&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://match.sharethrough.com/universal/v1?supply_id=jc3Tkmr6&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://id5-sync.com/s/369/9.gif?puid=c2ba3623-d9e4-47ea-943b-bf661b862e97&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID
>> GET https://u.openx.net/w/1.0/cm?id=b355ce4f-581b-4a1c-8c84-81fe81e4bc39&gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID&r=https://cs.ingage.tech/v1/sync/openx/c2ba3623-d9e4-47ea-943b-bf661b862e97?uid=$UID
>> GET https://cs-server-s2s.yellowblue.io/sync-pixel?gdpr=&gdpr_consent=&us_privacy=&redirect=https%3A%2F%2Fcookies.nextmillmedia.com%2Fsetuid%3Fbidder%3Dinsticator%26nmuid%3D%26gdpr%3D%26gdpr_consent%3D%26us_privacy%3D%26uid%3D%24UID&redirect=https://cs.ingage.tech/v1/sync/risecodes/c2ba3623-d9e4-47ea-943b-bf661b862e97?uid={partnerId}
